| BigMoney                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:44:20:44:27                           | getAmountMinorLong                                                            | getAmountMinorLong()                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:637:17:637:34                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:637:38:639:5                          |
| BigMoney                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:44:20:44:27                           | getAmountMinor                                                                | getAmountMinor()                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:622:23:622:36                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:622:40:625:5                          |
| BigMoney                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:44:20:44:27                           | getAmountMajorInt                                                             | getAmountMajorInt()                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:605:16:605:32                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:605:36:607:5                          |
| BigMoney                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:44:20:44:27                           | getAmountMajorLong                                                            | getAmountMajorLong()                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:591:17:591:34                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:591:38:593:5                          |
| BigMoney                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:44:20:44:27                           | getAmountMajor                                                                | getAmountMajor()                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:577:23:577:36                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:577:40:579:5                          |
| BigMoney                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:44:20:44:27                           | getAmount                                                                     | getAmount()                                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:560:23:560:31                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:560:35:562:5                          |
| BigMoney                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:44:20:44:27                           | withCurrencyScale                                                             | withCurrencyScale(RoundingMode)                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:548:21:548:37                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:548:66:550:5                          |
| BigMoney                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:44:20:44:27                           | withCurrencyScale                                                             | withCurrencyScale()                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:531:21:531:37                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:531:41:533:5                          |
| BigMoney                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:44:20:44:27                           | withScale                                                                     | withScale(int, RoundingMode)                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:510:21:510:29                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:510:69:516:5                          |
| BigMoney                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:44:20:44:27                           | withScale                                                                     | withScale(int)                                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:491:21:491:29                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:491:42:493:5                          |
| BigMoney                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:44:20:44:27                           | isCurrencyScale                                                               | isCurrencyScale()                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:472:20:472:34                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/BigMoney.java:472:38:474:5                          |
