| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:381:57:381:74                                          | <obinit>                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:29:14:29:17                                           | ArrayList<Integer>                          | file:///BCDEFGHIJK/java.base/java/util/ArrayList.sig:0:0:0:0                                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:417:13:417:36                             | <clinit>                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:414:25:414:36                            | initialize                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/JansiLoader.java:73:40:73:49                           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:418:13:418:18                             | <clinit>                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:414:25:414:36                            | init                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:421:36:421:39                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:414:25:414:36                             | INPUT_RECORD                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:414:25:414:36                            | Object                                      | file:///BCDEF/java.base/java/lang/Object.sig:0:0:0:0                                                                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:414:25:414:36                             | INPUT_RECORD                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:414:25:414:36                            | <obinit>                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:414:25:414:36                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:467:30:467:64                             | readConsoleInputHelper                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:462:34:462:55                            | malloc                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:58:31:58:36                              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:469:23:469:72                             | readConsoleInputHelper                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:462:34:462:55                            | IOException                                 | file:///BCDEFGHIJK/java.base/java/io/IOException.sig:0:0:0:0                                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:472:23:472:78                             | readConsoleInputHelper                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:462:34:462:55                            | PeekConsoleInputW                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:447:31:447:47                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:473:23:473:78                             | readConsoleInputHelper                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:462:34:462:55                            | ReadConsoleInputW                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:442:31:442:47                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:475:23:475:91                             | readConsoleInputHelper                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:462:34:462:55                            | IOException                                 | file:///BCDEFGHIJK/java.base/java/io/IOException.sig:0:0:0:0                                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:475:70:475:90                             | readConsoleInputHelper                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:462:34:462:55                            | getLastErrorMessage                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:521:26:521:44                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:482:30:482:47                             | readConsoleInputHelper                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:462:34:462:55                            | INPUT_RECORD                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:414:25:414:36                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:483:17:483:111                            | readConsoleInputHelper                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:462:34:462:55                            | memmove                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:436:35:436:41                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:488:17:488:36                             | readConsoleInputHelper                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:462:34:462:55                            | free                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:60:31:60:34                              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:503:35:503:77                             | readConsoleKeyInput                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:499:34:499:52                            | readConsoleInputHelper                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:462:34:462:55                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:522:25:522:38                             | getLastErrorMessage                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:521:26:521:44                            | GetLastError                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/internal/Kernel32.java:168:30:168:41                            |
