| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:170:48:170:61                                                 | <obinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:33:14:33:24                                                 | Vector<Argument>                                    | file:///BCDEFGHIJK/java.base/java/util/Vector.sig:0:0:0:0                                                                                                                                                           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:207:26:207:51                                                   | test28                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:206:15:206:20                                                 | isName                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/OS.java:219:27:219:32                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:213:26:213:44                                                   | test29                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:212:15:212:20                                                 | isFamilyTandem                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/OS.java:164:27:164:40                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:214:7:214:27                                                    | test29                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:212:15:212:20                                                 | assertFalse                                         | file:///home/ali/.m2/repository/junit/junit/4.13.2/junit-4.13.2.jar/org/junit/Assert.class:0:0:0:0                                                                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:219:26:219:41                                                   | test30                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:218:15:218:20                                                 | isFamilyOS2                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/OS.java:146:27:146:37                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:220:7:220:27                                                    | test30                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:218:15:218:20                                                 | assertFalse                                         | file:///home/ali/.m2/repository/junit/junit/4.13.2/junit-4.13.2.jar/org/junit/Assert.class:0:0:0:0                                                                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:225:26:225:43                                                   | test31                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:224:15:224:20                                                 | isFamilyWinNT                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/OS.java:200:27:200:39                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:226:7:226:27                                                    | test31                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:224:15:224:20                                                 | assertFalse                                         | file:///home/ali/.m2/repository/junit/junit/4.13.2/junit-4.13.2.jar/org/junit/Assert.class:0:0:0:0                                                                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:231:26:231:45                                                   | test32                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:230:15:230:20                                                 | isFamilyNetware                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/OS.java:128:27:128:41                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:232:7:232:27                                                    | test32                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:230:15:230:20                                                 | assertFalse                                         | file:///home/ali/.m2/repository/junit/junit/4.13.2/junit-4.13.2.jar/org/junit/Assert.class:0:0:0:0                                                                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:237:26:237:41                                                   | test33                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:236:15:236:20                                                 | isFamilyDOS                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/OS.java:110:27:110:37                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:238:7:238:27                                                    | test33                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:236:15:236:20                                                 | assertFalse                                         | file:///home/ali/.m2/repository/junit/junit/4.13.2/junit-4.13.2.jar/org/junit/Assert.class:0:0:0:0                                                                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:243:26:243:42                                                   | test34                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:242:15:242:20                                                 | isFamilyUnix                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/OS.java:173:27:173:38                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:244:7:244:26                                                    | test34                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:242:15:242:20                                                 | assertTrue                                          | file:///home/ali/.m2/repository/junit/junit/4.13.2/junit-4.13.2.jar/org/junit/Assert.class:0:0:0:0                                                                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:249:26:249:41                                                   | test35                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:248:15:248:20                                                 | isFamilyMac                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/OS.java:119:27:119:37                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:250:7:250:27                                                    | test35                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest.java:248:15:248:20                                                 | assertFalse                                         | file:///home/ali/.m2/repository/junit/junit/4.13.2/junit-4.13.2.jar/org/junit/Assert.class:0:0:0:0                                                                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:21:71:21:130                                        | <obinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:18:14:18:34                                       | NonFunctionalRequirementRule                        | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/vnet/NonFunctionalRequirementRule.class:0:0:0:0                                                               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:25:70:25:182                                        | <obinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:18:14:18:34                                       | ThreadStopper                                       | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/thread/ThreadStopper.class:0:0:0:0                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:25:117:25:175                                       | <obinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:18:14:18:34                                       | getInstance                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/thread/KillSwitchHandler.class:0:0:0:0                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:23:88:23:127                                        | <clinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:18:14:18:34                                       | clone                                               | file:///BCDEFGHI/java.base/java/util/Properties.sig:0:0:0:0                                                                                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:23:88:23:119                                        | <clinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:18:14:18:34                                       | getProperties                                       | file:///B/java.base/java/lang/System.sig:0:0:0:0                                                                                                                                                                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:18:14:18:34                                         | OS_ESTest_scaffolding                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:18:14:18:34                                       | Object                                              | file:///BCDEF/java.base/java/lang/Object.sig:0:0:0:0                                                                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:18:14:18:34                                         | OS_ESTest_scaffolding                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:18:14:18:34                                       | <obinit>                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:18:14:18:34                                       |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:31:5:31:48                                          | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:29:22:29:42                                       | initialize                                          | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/GuiSupport.class:0:0:0:0                                                                                      |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:36:5:36:74                                          | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:29:22:29:42                                       | initializeSecurityManagerForSUT                     | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/sandbox/Sandbox.class:0:0:0:0                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:37:5:37:62                                          | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:29:22:29:42                                       | init                                                | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/classhandling/JDKClassResetter.class:0:0:0:0                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:38:5:38:25                                          | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:29:22:29:42                                       | setSystemProperties                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:72:22:72:40                                       |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:39:5:39:23                                          | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:29:22:29:42                                       | initializeClasses                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:79:23:79:39                                       |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:40:5:40:61                                          | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:29:22:29:42                                       | resetRuntime                                        | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/Runtime.class:0:0:0:0                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:40:5:40:46                                          | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:29:22:29:42                                       | getInstance                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/Runtime.class:0:0:0:0                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:45:5:45:41                                          | clearEvoSuiteFramework                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:44:22:44:43                                       | resetDefaultSecurityManager                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/sandbox/Sandbox.class:0:0:0:0                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:46:5:46:84                                          | clearEvoSuiteFramework                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:44:22:44:43                                       | setProperties                                       | file:///B/java.base/java/lang/System.sig:0:0:0:0                                                                                                                                                                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:46:59:46:83                                         | clearEvoSuiteFramework                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:44:22:44:43                                       | clone                                               | file:///BCDEFGHI/java.base/java/util/Properties.sig:0:0:0:0                                                                                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:51:5:51:39                                          | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:50:15:50:26                                       | storeCurrentThreads                                 | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/thread/ThreadStopper.class:0:0:0:0                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:52:5:52:38                                          | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:50:15:50:26                                       | startRecordingTime                                  | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/thread/ThreadStopper.class:0:0:0:0                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:53:5:53:76                                          | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:50:15:50:26                                       | initHandler                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/jvm/ShutdownHookHandler.class:0:0:0:0                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:53:5:53:62                                          | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:50:15:50:26                                       | getInstance                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/jvm/ShutdownHookHandler.class:0:0:0:0                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:54:5:54:64                                          | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:50:15:50:26                                       | goingToExecuteSUTCode                               | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/sandbox/Sandbox.class:0:0:0:0                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:55:5:55:25                                          | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:50:15:50:26                                       | setSystemProperties                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:72:22:72:40                                       |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:56:5:56:49                                          | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:50:15:50:26                                       | setHeadless                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/GuiSupport.class:0:0:0:0                                                                                      |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:57:5:57:61                                          | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:50:15:50:26                                       | resetRuntime                                        | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/Runtime.class:0:0:0:0                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:57:5:57:46                                          | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:50:15:50:26                                       | getInstance                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/Runtime.class:0:0:0:0                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:58:5:58:60                                          | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:50:15:50:26                                       | activate                                            | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/agent/InstrumentingAgent.class:0:0:0:0                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:63:5:63:44                                          | doneWithTestCase                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:62:15:62:30                                       | killAndJoinClientThreads                            | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/thread/ThreadStopper.class:0:0:0:0                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:64:5:64:86                                          | doneWithTestCase                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:62:15:62:30                                       | safeExecuteAddedHooks                               | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/jvm/ShutdownHookHandler.class:0:0:0:0                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:64:5:64:62                                          | doneWithTestCase                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:62:15:62:30                                       | getInstance                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/jvm/ShutdownHookHandler.class:0:0:0:0                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:65:5:65:63                                          | doneWithTestCase                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:62:15:62:30                                       | reset                                               | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/classhandling/JDKClassResetter.class:0:0:0:0                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:66:5:66:18                                          | doneWithTestCase                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:62:15:62:30                                       | resetClasses                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:85:23:85:34                                       |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:67:5:67:67                                          | doneWithTestCase                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:62:15:62:30                                       | doneWithExecutingSUTCode                            | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/sandbox/Sandbox.class:0:0:0:0                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:68:5:68:62                                          | doneWithTestCase                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:62:15:62:30                                       | deactivate                                          | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/agent/InstrumentingAgent.class:0:0:0:0                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:69:5:69:57                                          | doneWithTestCase                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:62:15:62:30                                       | restoreHeadlessMode                                 | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/GuiSupport.class:0:0:0:0                                                                                      |
